Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,servicio_salud_master,comuna_master,establecimiento_master,tipo_establecimiento_master,dependencia_master,estado_funcionamiento_master,codigo_madre_master,50_54 | Mes 6,50_54 | Mes 12,50_54 | Diferencia,55_59 | Mes 6,55_59 | Mes 12,55_59 | Diferencia,60_64 | Mes 6,60_64 | Mes 12,60_64 | Diferencia,65_69 | Mes 6,65_69 | Mes 12,65_69 | Diferencia,numerador_mujeres_50_69 | Mes 6,numerador_mujeres_50_69 | Mes 12,numerador_mujeres_50_69 | Diferencia,Total mes 6,Total mes 12,Diferencia,Variacion %,Alerta
2025,13,10,13602,110370,Servicio de Salud Metropolitano Occidente,El Monte,Centro de Salud Familiar El Monte,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,366,424,58,358,399,41,315,339,24,163,177,14,1202,1339,137,1202,1339,137,11.4,Aumento esperado
2025,13,10,13603,110775,Servicio de Salud Metropolitano Occidente,Isla de Maipo,Centro Comunitario de Salud Familiar La Islita,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110375,34,12,-22,62,14,-48,45,13,-32,19,3,-16,160,42,-118,160,42,-118,-73.75,Baja de mes 6 a mes 12
2025,13,10,13603,200385,Servicio de Salud Metropolitano Occidente,Isla de Maipo,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110375,16,11,-5,14,10,-4,18,5,-13,10,13,3,58,39,-19,58,39,-19,-32.76,Baja de mes 6 a mes 12
2025,13,10,13603,110375,Servicio de Salud Metropolitano Occidente,Isla de Maipo,Centro de Salud Familiar Isla de Maipo,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,190,215,25,289,322,33,246,299,53,145,164,19,870,1000,130,870,1000,130,14.94,Aumento esperado
2025,13,10,13603,110425,Servicio de Salud Metropolitano Occidente,Isla de Maipo,Centro de Salud Familiar La Islita,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,236,258,22,243,225,-18,183,157,-26,67,77,10,729,717,-12,729,717,-12,-1.65,Baja de mes 6 a mes 12
2025,13,10,13603,110431,Servicio de Salud Metropolitano Occidente,Isla de Maipo,Posta de Salud Rural Gacitúa,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,25,14,-11,31,14,-17,32,9,-23,20,8,-12,108,45,-63,108,45,-63,-58.33,Baja de mes 6 a mes 12
2025,13,10,13603,110432,Servicio de Salud Metropolitano Occidente,Isla de Maipo,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,25,17,-8,21,7,-14,15,9,-6,9,5,-4,70,38,-32,70,38,-32,-45.71,Baja de mes 6 a mes 12
2025,13,10,13603,110430,Servicio de Salud Metropolitano Occidente,Isla de Maipo,Posta de Salud Rural San Antonio de Naltagua,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,21,13,-8,17,11,-6,7,9,2,15,6,-9,60,39,-21,60,39,-21,-35.0,Baja de mes 6 a mes 12
2025,13,10,13117,110345,Servicio de Salud Metropolitano Occidente,Lo Prado,Centro de Salud Familiar Dr. Carlos Avendaño,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,304,227,-77,343,215,-128,347,270,-77,192,147,-45,1186,859,-327,1186,859,-327,-27.57,Baja de mes 6 a mes 12
2025,13,10,13117,110340,Servicio de Salud Metropolitano Occidente,Lo Prado,Centro de Salud Familiar Dr. Raúl Yazigi,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,346,430,84,320,407,87,277,369,92,134,179,45,1077,1385,308,1077,1385,308,28.6,Aumento esperado
2025,13,10,13117,110316,Servicio de Salud Metropolitano Occidente,Lo Prado,Centro de Salud Familiar Pablo Neruda,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,324,381,57,282,312,30,249,280,31,177,207,30,1032,1180,148,1032,1180,148,14.34,Aumento esperado
2025,13,10,13117,110315,Servicio de Salud Metropolitano Occidente,Lo Prado,Centro de Salud Familiar Santa Anita,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,352,378,26,311,362,51,337,407,70,174,210,36,1174,1357,183,1174,1357,183,15.59,Aumento esperado
2025,13,10,13504,110385,Servicio de Salud Metropolitano Occidente,Maria Pinto,Centro de Salud Familiar Adriana Madrid De Costabal,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,154,223,69,149,201,52,148,216,68,107,133,26,558,773,215,558,773,215,38.53,Aumento esperado
2025,13,10,13504,110475,Servicio de Salud Metropolitano Occidente,Maria Pinto,Posta de Salud Rural Chorombo,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,30,35,5,38,33,-5,28,30,2,12,14,2,108,112,4,108,112,4,3.7,Aumento esperado
2025,13,10,13504,110470,Servicio de Salud Metropolitano Occidente,Maria Pinto,Posta de Salud Rural Las Mercedes ( María Pinto ),Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,9,12,3,12,13,1,17,24,7,16,15,-1,54,64,10,54,64,10,18.52,Aumento esperado
2025,13,10,13504,110465,Servicio de Salud Metropolitano Occidente,Maria Pinto,Posta de Salud Rural Santa Emilia,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,25,23,-2,18,22,4,33,30,-3,21,15,-6,97,90,-7,97,90,-7,-7.22,Baja de mes 6 a mes 12
2025,13,10,13501,110783,Servicio de Salud Metropolitano Occidente,Melipilla,Centro Comunitario de Salud Familiar Codigua,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110380,21,24,3,21,27,6,27,32,5,13,16,3,82,99,17,82,99,17,20.73,Aumento esperado
2025,13,10,13501,110781,Servicio de Salud Metropolitano Occidente,Melipilla,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,200965,30,48,18,8,32,24,8,27,19,2,7,5,48,114,66,48,114,66,137.5,Aumento esperado
2025,13,10,13501,110778,Servicio de Salud Metropolitano Occidente,Melipilla,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110378,40,63,23,26,61,35,38,68,30,18,40,22,122,232,110,122,232,110,90.16,Aumento esperado
2025,13,10,13501,110381,Servicio de Salud Metropolitano Occidente,Melipilla,Centro de Salud Familiar Alfarera Rosa Reyes Vilches,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,155,126,-29,122,111,-11,83,127,44,62,58,-4,422,422,0,422,422,0,0.0,Sin variacion
2025,13,10,13501,110378,Servicio de Salud Metropolitano Occidente,Melipilla,Centro de Salud Familiar Dr. Edelberto Elgueta,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,399,465,66,434,512,78,419,491,72,241,281,40,1493,1749,256,1493,1749,256,17.15,Aumento esperado
2025,13,10,13501,110379,Servicio de Salud Metropolitano Occidente,Melipilla,Centro de Salud Familiar Dr. Francisco Boris Soler,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,601,642,41,644,680,36,521,517,-4,244,273,29,2010,2112,102,2010,2112,102,5.07,Aumento esperado
2025,13,10,13501,200965,Servicio de Salud Metropolitano Occidente,Melipilla,Centro de Salud Familiar Florencia,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,88,229,141,78,175,97,46,116,70,6,58,52,218,578,360,218,578,360,165.14,Aumento esperado
2025,13,10,13501,110380,Servicio de Salud Metropolitano Occidente,Melipilla,Centro de Salud Familiar San Manuel,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,118,137,19,160,184,24,160,181,21,74,101,27,512,603,91,512,603,91,17.77,Aumento esperado
2025,13,10,13501,110440,Servicio de Salud Metropolitano Occidente,Melipilla,Posta de Salud Rural Bollenar,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,89,89,0,79,78,-1,88,88,0,51,55,4,307,310,3,307,310,3,0.98,Aumento esperado
2025,13,10,13501,110445,Servicio de Salud Metropolitano Occidente,Melipilla,Posta de Salud Rural Pahuilmo,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,39,33,-6,41,47,6,40,50,10,26,32,6,146,162,16,146,162,16,10.96,Aumento esperado
2025,13,10,13604,110366,Servicio de Salud Metropolitano Occidente,Padre Hurtado,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,1612,1704,92,1523,1508,-15,1358,1294,-64,1035,967,-68,5528,5473,-55,5528,5473,-55,-0.99,Baja de mes 6 a mes 12
2025,13,10,13605,110369,Servicio de Salud Metropolitano Occidente,Peñaflor,Centro de Salud Familiar Dr. Fernando Monckeberg,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,601,577,-24,550,538,-12,477,458,-19,325,330,5,1953,1903,-50,1953,1903,-50,-2.56,Baja de mes 6 a mes 12
2025,13,10,13605,110308,Servicio de Salud Metropolitano Occidente,Peñaflor,Centro de Salud Familiar Peñaflor,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,90,347,257,104,292,188,120,292,172,105,115,10,419,1046,627,419,1046,627,149.64,Aumento esperado
2025,13,10,13124,110750,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110350,15,17,2,33,17,-16,29,34,5,0,10,10,77,78,1,77,78,1,1.3,Aumento esperado
2025,13,10,13124,110410,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro Comunitario de Salud Familiar Irene Frei Montalva,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110351,4,10,6,0,9,9,6,7,1,0,2,2,10,28,18,10,28,18,180.0,Aumento esperado
2025,13,10,13124,110756,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro Comunitario de Salud Familiar Mar Caribe,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110350,30,22,-8,40,23,-17,17,22,5,12,18,6,99,85,-14,99,85,-14,-14.14,Baja de mes 6 a mes 12
2025,13,10,13124,110752,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110354,62,92,30,68,108,40,84,101,17,41,81,40,255,382,127,255,382,127,49.8,Aumento esperado
2025,13,10,13124,110754,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro Comunitario de Salud Familiar Río Claro,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110354,23,44,21,33,54,21,32,53,21,20,40,20,108,191,83,108,191,83,76.85,Aumento esperado
2025,13,10,13124,110758,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro Comunitario de Salud Familiar Santa Corina,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110350,35,44,9,15,20,5,13,20,7,9,8,-1,72,92,20,72,92,20,27.78,Aumento esperado
2025,13,10,13124,201353,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro Comunitario de Salud Familiar Unión y Esfuerzo Rural,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,,0,4,4,0,3,3,1,3,2,0,0,0,1,10,9,1,10,9,900.0,Aumento esperado
2025,13,10,13124,110353,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro de Salud Familiar Cardenal Raúl Silva Henríquez,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,279,349,70,212,270,58,135,211,76,67,129,62,693,959,266,693,959,266,38.38,Aumento esperado
2025,13,10,13124,110352,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro de Salud Familiar Dr. Gustavo Molina,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,214,302,88,294,475,181,360,551,191,229,249,20,1097,1577,480,1097,1577,480,43.76,Aumento esperado
2025,13,10,13124,110350,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro de Salud Familiar Pudahuel Estrella,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,518,555,37,547,539,-8,605,607,2,323,236,-87,1993,1937,-56,1993,1937,-56,-2.81,Baja de mes 6 a mes 12
2025,13,10,13124,110351,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro de Salud Familiar Pudahuel Poniente,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,352,220,-132,207,145,-62,193,163,-30,152,119,-33,904,647,-257,904,647,-257,-28.43,Baja de mes 6 a mes 12
2025,13,10,13124,110354,Servicio de Salud Metropolitano Occidente,Pudahuel,Centro de Salud Familiar Violeta Parra,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,192,202,10,233,393,160,249,399,150,113,173,60,787,1167,380,787,1167,380,48.28,Aumento esperado
2025,13,10,13126,110720,Servicio de Salud Metropolitano Occidente,Quinta Normal,Centro Comunitario de Salud Familiar Catamarca,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110320,45,44,-1,62,49,-13,63,59,-4,47,41,-6,217,193,-24,217,193,-24,-11.06,Baja de mes 6 a mes 12
2025,13,10,13126,110310,Servicio de Salud Metropolitano Occidente,Quinta Normal,Centro de Salud Familiar Andes,Centro de Salud Familiar (CESFAM),Servicio de Salud,Vigente en Operación Habitual,,96,144,48,131,114,-17,91,106,15,82,61,-21,400,425,25,400,425,25,6.25,Aumento esperado
2025,13,10,13126,110325,Servicio de Salud Metropolitano Occidente,Quinta Normal,Centro de Salud Familiar Garín,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,361,77,-284,394,383,-11,335,404,69,180,219,39,1270,1083,-187,1270,1083,-187,-14.72,Baja de mes 6 a mes 12
2025,13,10,13126,110320,Servicio de Salud Metropolitano Occidente,Quinta Normal,Centro de Salud Familiar Lo Franco,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,168,298,130,143,365,222,155,182,27,92,92,0,558,937,379,558,937,379,67.92,Aumento esperado
2025,13,10,13128,110361,Servicio de Salud Metropolitano Occidente,Renca,Centro de Salud Familiar Bicentenario,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,654,659,5,593,593,0,491,475,-16,170,191,21,1908,1918,10,1908,1918,10,0.52,Aumento esperado
2025,13,10,13128,110362,Servicio de Salud Metropolitano Occidente,Renca,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,409,375,-34,273,257,-16,384,319,-65,290,278,-12,1356,1229,-127,1356,1229,-127,-9.37,Baja de mes 6 a mes 12
2025,13,10,13128,110364,Servicio de Salud Metropolitano Occidente,Renca,Centro de Salud Familiar Huamachuco,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,240,303,63,206,241,35,158,179,21,74,84,10,678,807,129,678,807,129,19.03,Aumento esperado
2025,13,10,13128,110360,Servicio de Salud Metropolitano Occidente,Renca,Centro de Salud Familiar Renca,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,437,954,517,432,883,451,456,925,469,284,490,206,1609,3252,1643,1609,3252,1643,102.11,Aumento esperado
2025,13,10,13505,110387,Servicio de Salud Metropolitano Occidente,San Pedro,Centro de Salud Familiar San Pedro,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,128,150,22,116,143,27,81,107,26,36,31,-5,361,431,70,361,431,70,19.39,Aumento esperado
2025,13,10,13505,110495,Servicio de Salud Metropolitano Occidente,San Pedro,Posta de Salud Rural El Prado,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,12,14,2,11,8,-3,8,6,-2,2,2,0,33,30,-3,33,30,-3,-9.09,Baja de mes 6 a mes 12
2025,13,10,13505,110490,Servicio de Salud Metropolitano Occidente,San Pedro,Posta de Salud Rural La Manga,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,8,8,0,11,11,0,3,5,2,6,3,-3,28,27,-1,28,27,-1,-3.57,Baja de mes 6 a mes 12
2025,13,10,13505,110485,Servicio de Salud Metropolitano Occidente,San Pedro,Posta de Salud Rural Loica,Posta de Salud Rural (PSR),Municipal,Cerrado,,21,14,-7,20,8,-12,20,6,-14,7,2,-5,68,30,-38,68,30,-38,-55.88,Baja de mes 6 a mes 12
2025,13,10,13505,110492,Servicio de Salud Metropolitano Occidente,San Pedro,Posta de Salud Rural Nihue,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,10,9,-1,14,11,-3,7,12,5,3,3,0,34,35,1,34,35,1,2.94,Aumento esperado
2025,13,10,13601,200365,Servicio de Salud Metropolitano Occidente,Talagante,Centro Comunitario de Salud Familiar Villa Los Presidentes,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,110390,74,73,-1,61,61,0,31,38,7,18,7,-11,184,179,-5,184,179,-5,-2.72,Baja de mes 6 a mes 12
2025,13,10,13601,110390,Servicio de Salud Metropolitano Occidente,Talagante,Centro de Salud Familiar Dr. Alberto Allende Jones,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,1321,1502,181,1386,1674,288,1299,1559,260,947,1276,329,4953,6011,1058,4953,6011,1058,21.36,Aumento esperado
2025,13,10,13601,110400,Servicio de Salud Metropolitano Occidente,Talagante,Posta de Salud Rural Aliro Cárcarmo (Lonquén),Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,78,79,1,42,52,10,32,58,26,35,13,-22,187,202,15,187,202,15,8.02,Aumento esperado
2025,13,12,13113,112320,Servicio de Salud Metropolitano Oriente,La Reina,Centro de Salud Familiar Juan Pablo II ( La Reina),Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,68,170,102,47,140,93,39,122,83,22,78,56,176,510,334,176,510,334,189.77,Aumento esperado
2025,13,12,13113,112317,Servicio de Salud Metropolitano Oriente,La Reina,Centro de Salud Familiar Ossandon,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,426,553,127,422,534,112,439,572,133,365,446,81,1652,2105,453,1652,2105,453,27.42,Aumento esperado
2025,13,12,13114,112306,Servicio de Salud Metropolitano Oriente,Las Condes,Centro de Salud Familiar Aníbal Ariztía,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,593,719,126,633,766,133,693,874,181,425,495,70,2344,2854,510,2344,2854,510,21.76,Aumento esperado
2025,13,12,13114,112304,Servicio de Salud Metropolitano Oriente,Las Condes,Centro de Salud Familiar Apoquindo,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,653,611,-42,733,668,-65,840,769,-71,675,613,-62,2901,2661,-240,2901,2661,-240,-8.27,Baja de mes 6 a mes 12
2025,13,12,13115,112307,Servicio de Salud Metropolitano Oriente,Lo Barnechea,Centro de Salud Familiar Lo Barnechea,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,718,864,146,737,902,165,615,782,167,326,420,94,2396,2968,572,2396,2968,572,23.87,Aumento esperado
2025,13,12,13118,112312,Servicio de Salud Metropolitano Oriente,Macul,Centro de Salud Familiar Félix de Amesti,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,552,579,27,494,541,47,548,610,62,419,609,190,2013,2339,326,2013,2339,326,16.19,Aumento esperado
2025,13,12,13118,112319,Servicio de Salud Metropolitano Oriente,Macul,Centro de Salud Familiar Padre Alberto Hurtado,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,266,324,58,286,347,61,363,385,22,242,283,41,1157,1339,182,1157,1339,182,15.73,Aumento esperado
2025,13,12,13118,112313,Servicio de Salud Metropolitano Oriente,Macul,Centro de Salud Familiar Santa Julia,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,393,410,17,468,447,-21,442,454,12,234,281,47,1537,1592,55,1537,1592,55,3.58,Aumento esperado
2025,13,12,13122,112321,Servicio de Salud Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Cardenal Silva Henríquez,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,294,311,17,241,267,26,193,263,70,72,126,54,800,967,167,800,967,167,20.88,Aumento esperado
2025,13,12,13122,112316,Servicio de Salud Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Carol Urzúa Ibáñez,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,1076,741,-335,1076,733,-343,867,614,-253,145,281,136,3164,2369,-795,3164,2369,-795,-25.13,Baja de mes 6 a mes 12
2025,13,12,13122,112314,Servicio de Salud Metropolitano Oriente,Peñalolén,Centro de Salud Familiar La Faena,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,422,237,-185,369,147,-222,305,121,-184,143,48,-95,1239,553,-686,1239,553,-686,-55.37,Baja de mes 6 a mes 12
2025,13,12,13122,201112,Servicio de Salud Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Las Torres,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,276,445,169,218,327,109,137,251,114,142,213,71,773,1236,463,773,1236,463,59.9,Aumento esperado
2025,13,12,13122,112318,Servicio de Salud Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Lo Hermida,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,245,330,85,224,312,88,198,268,70,131,177,46,798,1087,289,798,1087,289,36.22,Aumento esperado
2025,13,12,13122,112322,Servicio de Salud Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Padre Gerardo Whelan,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,356,397,41,223,268,45,117,165,48,46,94,48,742,924,182,742,924,182,24.53,Aumento esperado
2025,13,12,13122,112315,Servicio de Salud Metropolitano Oriente,Peñalolén,Centro de Salud Familiar San Luis,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,210,288,78,147,219,72,148,185,37,84,94,10,589,786,197,589,786,197,33.45,Aumento esperado
2025,13,12,13123,112303,Servicio de Salud Metropolitano Oriente,Providencia,Centro de Salud Familiar Aguilucho,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,315,397,82,317,446,129,370,504,134,272,357,85,1274,1704,430,1274,1704,430,33.75,Aumento esperado
2025,13,12,13123,112302,Servicio de Salud Metropolitano Oriente,Providencia,Centro de Salud Familiar Dr. Alfonso Leng,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,264,292,28,45,306,261,234,310,76,200,233,33,743,1141,398,743,1141,398,53.57,Aumento esperado
2025,13,12,13123,112301,Servicio de Salud Metropolitano Oriente,Providencia,Centro de Salud Familiar Dr. Hernán Alessandri,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,277,311,34,240,283,43,285,341,56,226,286,60,1028,1221,193,1028,1221,193,18.77,Aumento esperado
2025,13,12,13132,112309,Servicio de Salud Metropolitano Oriente,Vitacura,Centro de Salud Familiar Vitacura,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,519,594,75,572,632,60,544,630,86,335,386,51,1970,2242,272,1970,2242,272,13.81,Aumento esperado
2025,13,12,13120,112310,Servicio de Salud Metropolitano Oriente,Ñuñoa,Centro de Salud Familiar Rosita Renard,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,44,341,297,41,386,345,46,577,531,46,526,480,177,1830,1653,177,1830,1653,933.9,Aumento esperado
2025,13,12,13120,112311,Servicio de Salud Metropolitano Oriente,Ñuñoa,Centro de Salud Familiar Salvador Bustos,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,292,372,80,291,365,74,330,459,129,261,338,77,1174,1534,360,1174,1534,360,30.66,Aumento esperado
2025,13,13,13402,113790,Servicio de Salud Metropolitano Sur,Buin,Centro Comunitario de Salud Familiar Dr. Héctor García,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113390,177,183,6,184,191,7,135,144,9,51,61,10,547,579,32,547,579,32,5.85,Aumento esperado
2025,13,13,13402,113402,Servicio de Salud Metropolitano Sur,Buin,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Vigente en Operación Habitual,113333,77,135,58,68,140,72,71,119,48,40,77,37,256,471,215,256,471,215,83.98,Aumento esperado
2025,13,13,13402,113333,Servicio de Salud Metropolitano Sur,Buin,Centro de Salud Familiar Alto Jahuel,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,129,227,98,110,219,109,116,226,110,53,125,72,408,797,389,408,797,389,95.34,Aumento esperado
2025,13,13,13402,113390,Servicio de Salud Metropolitano Sur,Buin,Centro de Salud Familiar Dr. Héctor García,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,583,582,-1,559,560,1,524,545,21,286,293,7,1952,1980,28,1952,1980,28,1.43,Aumento esperado
2025,13,13,13402,113320,Servicio de Salud Metropolitano Sur,Buin,Centro de Salud Familiar Maipo,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,295,309,14,266,285,19,222,234,12,140,148,8,923,976,53,923,976,53,5.74,Aumento esperado
2025,13,13,13402,113406,Servicio de Salud Metropolitano Sur,Buin,Posta de Salud Rural El Recurso,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,25,34,9,19,38,19,17,27,10,4,10,6,65,109,44,65,109,44,67.69,Aumento esperado
2025,13,13,13402,113407,Servicio de Salud Metropolitano Sur,Buin,Posta de Salud Rural Los Morros,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,42,74,32,44,77,33,34,58,24,16,31,15,136,240,104,136,240,104,76.47,Aumento esperado
2025,13,13,13402,113404,Servicio de Salud Metropolitano Sur,Buin,Posta de Salud Rural Valdivia de Paine,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,78,90,12,55,55,0,66,68,2,34,34,0,233,247,14,233,247,14,6.01,Aumento esperado
2025,13,13,13402,113405,Servicio de Salud Metropolitano Sur,Buin,Posta de Salud Rural Viluco,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,88,98,10,76,94,18,83,95,12,36,42,6,283,329,46,283,329,46,16.25,Aumento esperado
2025,13,13,13403,113321,Servicio de Salud Metropolitano Sur,Calera de Tango,Centro de Salud Familiar Calera de Tango,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,148,187,39,124,167,43,125,158,33,69,80,11,466,592,126,466,592,126,27.04,Aumento esperado
2025,13,13,13403,113334,Servicio de Salud Metropolitano Sur,Calera de Tango,Centro de Salud Familiar Los Bajos de San Agustín,Centro de Salud Familiar (CESFAM),Municipal,Vigente en Operación Habitual,,195,202,7,176,201,25,193,193,0,118,124,6,682,720,38,682,720,38,5.57,Aumento esperado
2025,13,13,13403,113413,Servicio de Salud Metropolitano Sur,Calera de Tango,Posta de Salud Rural Santa Inés,Posta de Salud Rural (PSR),Municipal,Vigente en Operación Habitual,,7,2,-5,5,3,-2,8,4,-4,3,0,-3,23,9,-14,23,9,-14,-60.87,Baja de mes 6 a mes 12
