Ano,Mes,IdRegion,IdServicio,IdComuna,IdEstablecimiento,50_54,55_59,60_64,65_69,numerador_mujeres_50_69,servicio_salud_piv,dependencia_piv,comuna_piv,establecimiento_piv,denominador_piv_mujeres_50_69,codigo_madre_master,servicio_salud_master,tipo_establecimiento_master,establecimiento_master,dependencia_master,comuna_master,estado_funcionamiento_master,denominador_disponible,cobertura_mamografia_pct,advertencia_cobertura_establecimiento
2025,12,13,10,13501,110379,642,680,517,273,2112,Metropolitano Occidente,Municipal ,Melipilla,Centro De Salud Familiar Dr. Francisco Boris Soler,4070.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Francisco Boris Soler,Municipal,Melipilla,Vigente en Operación Habitual,True,51.891891891891895,
2025,12,13,10,13501,110380,137,184,181,101,603,Metropolitano Occidente,Municipal ,Melipilla,Centro De Salud Familiar San Manuel,1370.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Manuel,Municipal,Melipilla,Vigente en Operación Habitual,True,44.01459854014598,
2025,12,13,10,13501,110381,126,111,127,58,422,Metropolitano Occidente,Municipal ,Melipilla,Centro De Salud Rural Alfarera Rosa Reyes Vilches,758.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Alfarera Rosa Reyes Vilches,Municipal,Melipilla,Vigente en Operación Habitual,True,55.67282321899736,
2025,12,13,10,13501,110440,28,22,26,12,88,Metropolitano Occidente,Municipal ,Melipilla,Posta De Salud Rural Bollenar,890.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Bollenar,Municipal,Melipilla,Vigente en Operación Habitual,True,9.887640449438202,
2025,12,13,10,13501,110445,33,47,50,32,162,Metropolitano Occidente,Municipal ,Melipilla,Posta De Salud Rural Pahuilmo,635.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Pahuilmo,Municipal,Melipilla,Vigente en Operación Habitual,True,25.511811023622048,
2025,12,13,10,13501,110778,63,61,68,40,232,Metropolitano Occidente,Municipal ,Melipilla,Centro Comunitario De Salud Familiar Padre Demetrio Bravo,547.0,110378,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Municipal,Melipilla,Vigente en Operación Habitual,True,42.413162705667276,
2025,12,13,10,13501,110781,48,32,27,7,114,Metropolitano Occidente,Municipal ,Melipilla,Centro Comunitario De Salud Familiar Obispo Pablo Lizama,229.0,200965,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Municipal,Melipilla,Vigente en Operación Habitual,True,49.78165938864629,
2025,12,13,10,13501,110783,24,27,32,16,99,Metropolitano Occidente,Municipal ,Melipilla,Centro Comunitario De Salud Familiar Codigua,174.0,110380,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Codigua,Municipal,Melipilla,Vigente en Operación Habitual,True,56.896551724137936,
2025,12,13,10,13501,200965,229,175,116,58,578,Metropolitano Occidente,Municipal ,Melipilla,Cesfam Florencia,1313.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Florencia,Municipal,Melipilla,Vigente en Operación Habitual,True,44.02132520944402,
2025,12,13,10,13502,110393,83,72,55,46,256,Metropolitano Occidente,Municipal ,Alhué,Centro De Salud Familiar Villa Alhué,805.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Villa Alhué,Municipal,Alhué,Vigente en Operación Habitual,True,31.801242236024844,
2025,12,13,10,13502,110503,51,45,39,16,151,Metropolitano Occidente,Municipal ,Alhué,Posta De Salud Rural Hacienda Alhué,70.0,110393,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Hacienda Alhué,Municipal,Alhué,Vigente en Operación Habitual,True,215.7142857142857,
2025,12,13,10,13502,110505,14,8,15,5,42,Metropolitano Occidente,Municipal ,Alhué,Posta De Salud Rural Pichi,5.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Pichi,Municipal,Alhué,Vigente en Operación Habitual,True,840.0,
2025,12,13,10,13502,110510,13,23,14,6,56,Metropolitano Occidente,Municipal ,Alhué,Posta De Salud Rural El Asiento,6.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural El Asiento,Municipal,Alhué,Vigente en Operación Habitual,True,933.3333333333334,
2025,12,13,10,13503,110160,243,278,285,133,939,Metropolitano Occidente,Servicio de Salud,Curacav¿,Hospital De Curacaví,2787.0,,Servicio de Salud Metropolitano Occidente,Hospital,Hospital de Curacaví,Servicio de Salud,Curacaví,Vigente en Operación Habitual,True,33.692142088266955,
2025,12,13,10,13504,110385,223,201,216,133,773,Metropolitano Occidente,Municipal ,María Pinto,Centro De Salud Familiar Adriana Madrid De Costabal,1008.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Adriana Madrid De Costabal,Municipal,Maria Pinto,Vigente en Operación Habitual,True,76.68650793650794,
2025,12,13,10,13504,110465,23,22,30,15,90,Metropolitano Occidente,Municipal ,María Pinto,Posta De Salud Rural Santa Emilia,376.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Emilia,Municipal,Maria Pinto,Vigente en Operación Habitual,True,23.93617021276596,
2025,12,13,10,13504,110470,12,13,24,15,64,Metropolitano Occidente,Municipal ,María Pinto,Posta De Salud Rural Las Mercedes ( María Pinto ),190.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Las Mercedes ( María Pinto ),Municipal,Maria Pinto,Vigente en Operación Habitual,True,33.68421052631579,
2025,12,13,10,13504,110475,35,33,30,14,112,Metropolitano Occidente,Municipal ,María Pinto,Posta De Salud Rural Chorombo,408.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Chorombo,Municipal,Maria Pinto,Vigente en Operación Habitual,True,27.450980392156865,
2025,12,13,10,13505,110387,150,143,107,31,431,Metropolitano Occidente,Municipal ,San Pedro,Centro De Salud Familiar San Pedro,1077.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Pedro,Municipal,San Pedro,Vigente en Operación Habitual,True,40.01857010213556,
2025,12,13,10,13505,110485,14,8,6,2,30,Metropolitano Occidente,Municipal ,San Pedro,Posta De Salud Rural Loica,90.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Loica,Municipal,San Pedro,Cerrado,True,33.33333333333333,
2025,12,13,10,13505,110490,8,11,5,3,27,Metropolitano Occidente,Municipal ,San Pedro,Posta De Salud Rural La Manga,57.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural La Manga,Municipal,San Pedro,Vigente en Operación Habitual,True,47.368421052631575,
2025,12,13,10,13505,110492,9,11,12,3,35,Metropolitano Occidente,Municipal ,San Pedro,Posta De Salud Rural Nihue,60.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Nihue,Municipal,San Pedro,Vigente en Operación Habitual,True,58.333333333333336,
2025,12,13,10,13505,110495,14,8,6,2,30,Metropolitano Occidente,Municipal ,San Pedro,Posta De Salud Rural El Prado,91.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural El Prado,Municipal,San Pedro,Vigente en Operación Habitual,True,32.967032967032964,
2025,12,13,10,13601,110390,1502,1674,1559,1276,6011,Metropolitano Occidente,Municipal ,Talagante,Centro De Salud Familiar Dr. Alberto Allende Jones,7678.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alberto Allende Jones,Municipal,Talagante,Vigente en Operación Habitual,True,78.28861682729877,
2025,12,13,10,13601,110400,79,52,58,13,202,Metropolitano Occidente,Municipal ,Talagante,Posta De Salud Rural Aliro Cárcarmo (Lonquén),70.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Aliro Cárcarmo (Lonquén),Municipal,Talagante,Vigente en Operación Habitual,True,288.57142857142856,
2025,12,13,10,13601,200365,73,61,38,7,179,Metropolitano Occidente,Municipal ,Talagante,Centro Comunitario De Salud Familiar Villa Los Presidentes,39.0,110390,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Los Presidentes,Municipal,Talagante,Vigente en Operación Habitual,True,458.97435897435895,
2025,12,13,10,13602,110370,424,399,339,177,1339,Metropolitano Occidente,Municipal ,El Monte,Centro De Salud Familiar El Monte,3862.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Monte,Municipal,El Monte,Vigente en Operación Habitual,True,34.67115484205075,
2025,12,13,10,13602,200454,68,47,64,32,211,Metropolitano Occidente,Municipal ,El Monte,Centro Comunitario De Salud Familiar Lo Chacón ,179.0,110370,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Chacón,Municipal,El Monte,Vigente en Operación Habitual,True,117.87709497206704,
2025,12,13,10,13603,110375,215,322,299,164,1000,Metropolitano Occidente,Municipal ,Isla De Maipo,Centro De Salud Familiar Isla De Maipo,2956.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Isla de Maipo,Municipal,Isla de Maipo,Vigente en Operación Habitual,True,33.82949932341001,
2025,12,13,10,13603,110425,258,225,157,77,717,Metropolitano Occidente,Municipal ,Isla De Maipo,Centro De Salud Familiar La Islita,722.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Islita,Municipal,Isla de Maipo,Vigente en Operación Habitual,True,99.30747922437672,
2025,12,13,10,13603,110430,13,11,9,6,39,Metropolitano Occidente,Municipal ,Isla De Maipo,Posta De Salud Rural San Antonio De Naltagua,83.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural San Antonio de Naltagua,Municipal,Isla de Maipo,Vigente en Operación Habitual,True,46.98795180722892,
2025,12,13,10,13603,110431,14,14,9,8,45,Metropolitano Occidente,Municipal ,Isla De Maipo,Posta De Salud Rural Gacitúa,105.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Gacitúa,Municipal,Isla de Maipo,Vigente en Operación Habitual,True,42.857142857142854,
2025,12,13,10,13603,110432,17,7,9,5,38,Metropolitano Occidente,Municipal ,Isla De Maipo,Posta De Salud Rural Las Mercedes ( Isla De Maipo ),94.0,,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Municipal,Isla de Maipo,Vigente en Operación Habitual,True,40.42553191489361,
2025,12,13,10,13603,110775,7,6,8,2,23,Metropolitano Occidente,Municipal ,Isla De Maipo,Centro Comunitario De Salud Familiar La Islita,180.0,110375,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar La Islita,Municipal,Isla de Maipo,Vigente en Operación Habitual,True,12.777777777777777,
2025,12,13,10,13603,200385,11,10,5,13,39,Metropolitano Occidente,Municipal ,Isla De Maipo,Centro Comunitario De Salud Familiar San Vicente De Naltagua,131.0,110375,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Vicente de Naltagua,Municipal,Isla de Maipo,Vigente en Operación Habitual,True,29.770992366412212,
2025,12,13,10,13604,110366,1704,1508,1294,967,5473,Metropolitano Occidente,Municipal ,Padre Hurtado,Centro De Salud Familiar Juan Pablo Ii De Padre Hurtado,6807.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Municipal,Padre Hurtado,Vigente en Operación Habitual,True,80.4025268106361,
2025,12,13,10,13605,110308,347,292,292,115,1046,Metropolitano Occidente,Municipal ,Peñaflor,Centro De Salud Familiar Peñaflor,5180.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Peñaflor,Municipal,Peñaflor,Vigente en Operación Habitual,True,20.193050193050194,
2025,12,13,10,13605,110369,577,538,458,330,1903,Metropolitano Occidente,Municipal ,Peñaflor,Centro De Salud Familiar Dr. Fernando Monckeberg,5211.0,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Fernando Monckeberg,Municipal,Peñaflor,Vigente en Operación Habitual,True,36.51890232201113,
2025,12,13,11,13101,111300,409,390,366,239,1404,Metropolitano Central,Servicio de Salud,Santiago,CESFAM N° 1 Dr. Ramón Corbalán Melgarejo,7276.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Servicio de Salud,Santiago,Vigente en Operación Habitual,True,19.29631665750412,
2025,12,13,11,13101,111301,104,132,87,80,403,Metropolitano Central,Servicio de Salud,Santiago,CESFAM Nº 5,3642.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Nº 5,Servicio de Salud,Santiago,Vigente en Operación Habitual,True,11.065348709500276,
2025,12,13,11,13101,111370,309,260,297,147,1013,Metropolitano Central,Municipal ,Santiago,Consultorio Padre Orellana,6127.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Orellana,Municipal,Santiago,Vigente en Operación Habitual,True,16.53337685653664,
2025,12,13,11,13101,111372,236,246,256,141,879,Metropolitano Central,Municipal ,Santiago,Centro De Salud Familiar Arauco ,2658.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Arauco,Municipal,Santiago,Vigente en Operación Habitual,True,33.06997742663657,
2025,12,13,11,13101,111376,376,333,343,154,1206,Metropolitano Central,Municipal ,Santiago,Cesfam Matta Sur,4349.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Matta Sur,Municipal,Santiago,Vigente en Operación Habitual,True,27.730512761554383,
2025,12,13,11,13101,111381,830,668,695,354,2547,Metropolitano Central,Municipal ,Santiago,Centro De Salud Familiar Ignacio Domeyko,9829.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Ignacio Domeyko,Municipal,Santiago,Vigente en Operación Habitual,True,25.913114253738932,
2025,12,13,11,13102,111305,253,225,222,166,866,Metropolitano Central,Servicio de Salud,Cerrillos,CESFAM Dr. Norman Voulliéme,3856.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Norman Voulliéme,Servicio de Salud,Cerrillos,Vigente en Operación Habitual,True,22.45850622406639,
2025,12,13,11,13102,111307,195,184,192,140,711,Metropolitano Central,Servicio de Salud,Cerrillos,CESFAM Enfermera Sofía Pincheira,3201.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Enfermera Sofía Pincheira,Servicio de Salud,Cerrillos,Vigente en Operación Habitual,True,22.211808809746955,
2025,12,13,11,13102,200346,6,5,5,4,20,Metropolitano Central,Servicio de Salud,Cerrillos,CECOSF Buzeta,129.0,111307,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Buzeta,Servicio de Salud,Cerrillos,Vigente en Operación Habitual,True,15.503875968992247,
2025,12,13,11,13106,111302,141,145,102,76,464,Metropolitano Central,Servicio de Salud,Estación Central,CESFAM Padre Vicente Irarrázabal,2625.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Vicente Irarrázabal,Servicio de Salud,Estación Central,Vigente en Operación Habitual,True,17.676190476190477,
2025,12,13,11,13106,111306,129,136,179,84,528,Metropolitano Central,Servicio de Salud,Estación Central,CESFAM San Jos¿ De Chuchunco,3844.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San José de Chuchunco,Servicio de Salud,Estación Central,Vigente en Operación Habitual,True,13.735691987513007,
2025,12,13,11,13106,111310,260,133,105,98,596,Metropolitano Central,Servicio de Salud,Estación Central,CESFAM Las Mercedes,5053.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Las Mercedes,Servicio de Salud,Estación Central,Vigente en Operación Habitual,True,11.7949732831981,
2025,12,13,11,13106,111781,18,19,11,3,51,Metropolitano Central,Servicio de Salud,Estación Central,CECOSF Villa Francia,6.0,111306,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Francia,Servicio de Salud,Estación Central,Vigente en Operación Habitual,True,850.0,
2025,12,13,11,13119,111304,354,360,507,385,1606,Metropolitano Central,Servicio de Salud,Maipú,CESFAM Maipú,7526.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Maipú,Servicio de Salud,Maipú,Vigente en Operación Habitual,True,21.33935689609354,
2025,12,13,11,13119,111308,303,358,409,234,1304,Metropolitano Central,Servicio de Salud,Maipú,CESFAM Dr. José Eduardo Ahués Salame,4616.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Servicio de Salud,Maipú,Vigente en Operación Habitual,True,28.249566724436743,
2025,12,13,11,13119,111309,240,296,345,210,1091,Metropolitano Central,Servicio de Salud,Maipú,CESFAM Dra. Ana María Juricic,3806.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Ana María Juricic,Servicio de Salud,Maipú,Vigente en Operación Habitual,True,28.665265370467687,
2025,12,13,11,13119,111378,392,399,401,221,1413,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Dr. Iván Insunza,5195.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Iván Insunza,Municipal,Maipú,Vigente en Operación Habitual,True,27.199230028873917,
2025,12,13,11,13119,111379,271,288,387,262,1208,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Clotario Blest,6263.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clotario Blest,Municipal,Maipú,Vigente en Operación Habitual,True,19.287881207089256,
2025,12,13,11,13119,111380,357,394,476,234,1461,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Dr. Carlos Godoy,6324.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Godoy,Municipal,Maipú,Vigente en Operación Habitual,True,23.10246679316888,
2025,12,13,11,13119,111382,352,352,493,338,1535,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Presidenta Michelle Bachelet,7215.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Presidenta Michelle Bachelet,Municipal,Maipú,Vigente en Operación Habitual,True,21.275121275121275,
2025,12,13,11,13119,111383,186,294,337,206,1023,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Dr. Luis Ferrada,5127.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Luis Ferrada,Municipal,Maipú,Vigente en Operación Habitual,True,19.953188999414863,
2025,12,13,11,13119,111704,32,41,19,17,109,Metropolitano Central,Servicio de Salud,Maipú,CECOSF Futramapu,20.0,111304,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Futramapu,Servicio de Salud,Maipú,Vigente en Operación Habitual,True,545.0,
2025,12,13,11,13119,111780,13,16,15,4,48,Metropolitano Central,Servicio de Salud,Maipú,CECOSF Europa,31.0,111304,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Europa,Servicio de Salud,Maipú,Vigente en Operación Habitual,True,154.83870967741936,
2025,12,13,11,13119,111783,30,32,90,71,223,Metropolitano Central,Municipal ,Maipú,Centro Comunitario De Salud Familiar Lo Errázuriz,457.0,111379,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Errázuriz,Municipal,Maipú,Vigente en Operación Habitual,True,48.796498905908095,
2025,12,13,11,13119,111784,45,34,50,19,148,Metropolitano Central,Municipal ,Maipú,Centro Comunitario De Salud Familiar Bueras,175.0,111378,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Bueras,Municipal,Maipú,Vigente en Operación Habitual,True,84.57142857142857,
2025,12,13,11,13119,200643,25,23,24,11,83,Metropolitano Central,Municipal ,Maipú,Centro Comunitario De Salud Familiar Los Bosquinos,28.0,111380,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Bosquinos,Municipal,Maipú,Vigente en Operación Habitual,True,296.42857142857144,
2025,12,13,11,13119,201129,52,42,66,39,199,Metropolitano Central,Municipal ,Maipú,Centro Comunitario De Salud Familiar Lumen,75.0,111379,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar LUMEN,Municipal,Maipú,Vigente en Operación Habitual,True,265.3333333333333,
2025,12,13,11,13119,201674,164,137,156,111,568,Metropolitano Central,Municipal ,Maipú,Cesfam El Abrazo Dr. Salvador Allende,1396.0,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),CESFAM El Abrazo Dr. Salvador Allende Gossens,Municipal,Maipú,Vigente en Operación Habitual,True,40.68767908309456,
2025,12,13,12,13113,112317,553,534,572,446,2105,Metropolitano Oriente,Municipal ,La Reina,Centro De Salud Familiar La Reina,2043.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Ossandon,Municipal,La Reina,Vigente en Operación Habitual,True,103.03475281448851,
2025,12,13,12,13113,112320,170,140,122,78,510,Metropolitano Oriente,Municipal ,La Reina,Centro De Salud Familiar Juan Pablo Ii,2347.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II ( La Reina),Municipal,La Reina,Vigente en Operación Habitual,True,21.729867916489134,
2025,12,13,12,13114,112304,611,668,769,613,2661,Metropolitano Oriente,Municipal ,Las Condes,Centro De Salud Familiar Apoquindo,7066.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Apoquindo,Municipal,Las Condes,Vigente en Operación Habitual,True,37.65921313331446,
2025,12,13,12,13114,112306,719,766,874,495,2854,Metropolitano Oriente,Municipal ,Las Condes,Centro De Salud Familiar Aníbal Ariztía,9659.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aníbal Ariztía,Municipal,Las Condes,Vigente en Operación Habitual,True,29.54757221244435,
2025,12,13,12,13115,112307,864,902,782,420,2968,Metropolitano Oriente,Municipal ,Lo Barnechea,Centro De Salud Familiar Lo Barnechea,8797.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Barnechea,Municipal,Lo Barnechea,Vigente en Operación Habitual,True,33.73877458224395,
2025,12,13,12,13118,112312,443,426,488,521,1878,Metropolitano Oriente,Municipal ,Macul,Centro De Salud Familiar Félix De Amesti,6145.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Félix de Amesti,Municipal,Macul,Vigente en Operación Habitual,True,30.561432058584217,
2025,12,13,12,13118,112313,410,447,454,281,1592,Metropolitano Oriente,Municipal ,Macul,Centro De Salud Familiar Santa Julia,6086.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Julia,Municipal,Macul,Vigente en Operación Habitual,True,26.158396319421623,
2025,12,13,12,13118,112319,324,347,385,283,1339,Metropolitano Oriente,Municipal ,Macul,Centro De Salud Familiar Padre Alberto Hurtado,5004.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Alberto Hurtado,Municipal,Macul,Vigente en Operación Habitual,True,26.7585931254996,
2025,12,13,12,13120,112310,341,386,577,526,1830,Metropolitano Oriente,Municipal ,Ñuñoa,Centro De Salud Familiar Rosita Renard,6815.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Rosita Renard,Municipal,Ñuñoa,Vigente en Operación Habitual,True,26.852531181217902,
2025,12,13,12,13120,112311,372,365,459,338,1534,Metropolitano Oriente,Municipal ,Ñuñoa,Centro De Salud Familiar Salvador Bustos,8034.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Salvador Bustos,Municipal,Ñuñoa,Vigente en Operación Habitual,True,19.093851132686083,
2025,12,13,12,13122,112314,237,147,121,48,553,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar La Faena,4826.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Faena,Municipal,Peñalolén,Vigente en Operación Habitual,True,11.458765022793203,
2025,12,13,12,13122,112315,288,219,185,94,786,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar San Luis,2872.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Luis,Municipal,Peñalolén,Vigente en Operación Habitual,True,27.36768802228412,
2025,12,13,12,13122,112316,741,733,614,281,2369,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar Carol Urzúa Ibáñez De Peñalolén,6232.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Carol Urzúa Ibáñez,Municipal,Peñalolén,Vigente en Operación Habitual,True,38.01347881899871,
2025,12,13,12,13122,112318,330,312,268,177,1087,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar Lo Hermida,3478.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Hermida,Municipal,Peñalolén,Vigente en Operación Habitual,True,31.253594019551468,
2025,12,13,12,13122,112321,311,267,263,126,967,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar Cardenal Silva Henríquez,2874.0,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cardenal Silva Henríquez,Municipal,Peñalolén,Vigente en Operación Habitual,True,33.64648573416841,
