Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,descripcion_prestacion,IdRegion,IdComuna,mujeres_mamografia_vigente,trans_masculino_mamografia_vigente,pueblos_originarios,migrantes,tramo_edad
12,10,2025,110360,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13128,925,0,0,40,60_64
12,10,2025,110360,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13128,490,0,0,16,65_69
12,10,2025,110354,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13124,202,0,8,6,50_54
12,10,2025,110354,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13124,393,0,6,6,55_59
12,10,2025,110354,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13124,399,0,9,7,60_64
6,10,2025,110325,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13126,361,0,0,36,50_54
6,10,2025,110325,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13126,394,0,0,30,55_59
6,10,2025,110325,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13126,335,0,0,18,60_64
6,10,2025,110325,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13126,180,0,0,5,65_69
12,10,2025,110320,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13126,92,0,1,1,65_69
12,10,2025,110320,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13126,298,0,5,4,50_54
12,10,2025,110320,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13126,365,0,4,6,55_59
12,10,2025,110320,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13126,182,0,5,4,60_64
6,10,2025,110495,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13505,12,0,0,1,50_54
6,10,2025,110495,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13505,11,0,0,0,55_59
6,10,2025,110495,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13505,8,0,0,0,60_64
12,10,2025,110354,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13124,173,0,8,4,65_69
6,10,2025,110495,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13505,2,0,0,0,65_69
6,10,2025,110331,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13103,120,0,11,16,50_54
6,10,2025,110331,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13103,85,0,9,9,55_59
6,10,2025,110490,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13505,8,0,0,0,50_54
6,10,2025,110490,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13505,11,0,0,0,55_59
6,10,2025,110490,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13505,3,0,0,0,60_64
6,10,2025,110490,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13505,6,0,0,0,65_69
6,11,2025,111370,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13101,149,0,4,67,65_69
6,11,2025,111704,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,11,0,1,0,50_54
6,11,2025,111704,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,10,0,1,1,55_59
6,11,2025,111704,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,8,0,0,0,60_64
6,11,2025,111704,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,4,0,0,0,65_69
6,11,2025,111781,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13106,26,0,0,1,50_54
6,11,2025,200643,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,23,0,2,0,55_59
6,11,2025,200643,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,18,0,0,1,60_64
6,11,2025,200643,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,8,0,1,0,65_69
6,11,2025,200346,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13102,41,0,0,0,50_54
12,11,2025,111308,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,303,0,13,6,50_54
6,11,2025,200346,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13102,44,0,0,0,55_59
6,11,2025,200346,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13102,24,0,0,0,60_64
6,11,2025,200346,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13102,12,0,0,0,65_69
12,11,2025,111308,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,358,0,16,6,55_59
12,11,2025,111308,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,409,0,26,5,60_64
12,11,2025,111308,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,234,0,9,3,65_69
6,11,2025,111370,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13101,319,0,12,193,50_54
6,11,2025,111370,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13101,284,0,3,161,55_59
6,11,2025,111370,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13101,289,0,7,142,60_64
6,11,2025,111306,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13106,303,0,5,17,55_59
6,11,2025,111306,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13106,271,0,3,16,60_64
6,11,2025,111306,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13106,106,0,0,5,65_69
6,11,2025,111306,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13106,248,0,5,25,50_54
6,11,2025,111379,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,55,0,0,2,50_54
6,11,2025,111379,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,35,0,0,1,55_59
6,11,2025,111379,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,73,0,3,1,60_64
6,11,2025,111379,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,38,0,3,0,65_69
12,11,2025,111381,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13101,830,0,48,476,50_54
12,11,2025,111381,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13101,668,0,45,360,55_59
12,11,2025,111381,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13101,695,0,34,295,60_64
12,11,2025,111381,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13101,354,0,19,113,65_69
6,11,2025,111300,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13101,500,0,6,249,50_54
6,11,2025,111300,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13101,448,0,0,202,55_59
6,11,2025,111300,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13101,419,0,0,184,60_64
6,11,2025,111300,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13101,245,0,0,87,65_69
12,11,2025,111383,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,186,0,8,9,50_54
12,11,2025,111383,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,294,0,17,11,55_59
12,11,2025,111383,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,337,0,16,13,60_64
12,11,2025,111383,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,206,0,12,8,65_69
12,11,2025,111781,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13106,18,0,1,1,50_54
12,11,2025,111781,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13106,19,0,0,0,55_59
12,11,2025,111781,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13106,11,0,0,0,60_64
12,11,2025,111781,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13106,3,0,0,0,65_69
6,11,2025,111305,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13102,632,0,3,9,50_54
12,11,2025,111307,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13102,195,0,15,7,50_54
12,11,2025,111307,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13102,184,0,10,9,55_59
12,11,2025,111307,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13102,192,0,6,5,60_64
12,11,2025,111307,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13102,140,0,11,1,65_69
6,11,2025,111383,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,157,0,5,6,50_54
6,11,2025,111383,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,255,2,10,11,55_59
12,11,2025,111301,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13101,104,0,0,14,50_54
12,11,2025,111301,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13101,132,0,0,17,55_59
12,11,2025,111301,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13101,87,0,0,12,60_64
12,11,2025,111301,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13101,80,0,0,3,65_69
12,11,2025,111784,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,45,0,1,2,50_54
12,11,2025,111784,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,34,0,1,4,55_59
12,11,2025,111784,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,50,0,3,1,60_64
12,11,2025,111784,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,19,0,1,1,65_69
6,11,2025,111302,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13106,126,0,2,19,50_54
6,11,2025,111302,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13106,171,0,4,22,55_59
6,11,2025,111302,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13106,198,0,4,27,60_64
6,11,2025,111302,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13106,136,0,2,17,65_69
12,11,2025,111382,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,352,0,2,11,50_54
12,11,2025,111378,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,392,0,11,14,50_54
12,11,2025,111378,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,399,0,16,14,55_59
12,11,2025,111378,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,401,0,18,6,60_64
12,11,2025,111378,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,221,0,7,11,65_69
6,11,2025,111304,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,453,0,9,3,60_64
6,11,2025,111304,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,324,0,0,0,65_69
12,11,2025,111783,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13119,30,0,0,1,50_54
12,11,2025,200643,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,24,0,1,0,60_64
12,11,2025,200643,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,11,0,1,2,65_69
12,11,2025,111783,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13119,32,0,1,5,55_59
12,11,2025,111783,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13119,90,0,3,2,60_64
12,11,2025,111783,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,71,0,0,1,65_69
12,11,2025,111382,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13119,338,0,5,3,65_69
6,12,2025,112301,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13123,277,0,3,76,50_54
6,12,2025,112301,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13123,240,0,5,49,55_59
6,12,2025,112301,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13123,285,0,4,34,60_64
6,12,2025,112301,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13123,226,0,2,24,65_69
12,12,2025,112322,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,397,0,17,40,50_54
12,12,2025,112322,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,268,0,10,17,55_59
6,12,2025,112319,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13118,266,0,0,0,50_54
6,12,2025,112319,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13118,286,0,0,0,55_59
12,12,2025,112312,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13118,579,0,4,6,50_54
12,12,2025,112322,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,165,0,5,15,60_64
12,12,2025,112322,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,94,0,5,1,65_69
6,12,2025,112319,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13118,363,0,0,0,60_64
6,12,2025,112319,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13118,242,0,0,0,65_69
6,12,2025,112311,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13120,261,0,0,2,65_69
12,12,2025,112312,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13118,541,0,1,5,55_59
12,12,2025,112312,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13118,610,0,2,6,60_64
12,12,2025,112312,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13118,609,0,1,2,65_69
12,12,2025,112320,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13113,170,0,7,4,50_54
12,12,2025,112320,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13113,140,0,9,1,55_59
12,12,2025,112320,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13113,122,0,5,0,60_64
12,12,2025,112317,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13113,446,0,11,0,65_69
12,12,2025,112314,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,237,0,1,2,50_54
12,12,2025,112314,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,147,0,3,2,55_59
12,12,2025,112314,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,121,0,1,3,60_64
12,12,2025,112314,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,48,0,0,3,65_69
6,12,2025,112306,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13114,593,1,14,202,50_54
6,12,2025,112306,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13114,633,0,17,165,55_59
6,12,2025,112306,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13114,693,0,26,131,60_64
6,12,2025,112306,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13114,425,0,7,75,65_69
6,12,2025,112310,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13120,46,0,0,3,60_64
6,12,2025,112310,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13120,46,0,2,0,65_69
6,12,2025,112310,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13120,44,0,0,2,50_54
6,12,2025,112310,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13120,41,0,0,0,55_59
6,12,2025,112311,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13120,292,0,0,1,50_54
6,12,2025,112311,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13120,291,0,0,0,55_59
6,12,2025,112311,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13120,330,0,0,2,60_64
12,12,2025,112306,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13114,719,0,16,242,50_54
12,12,2025,112306,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13114,766,0,17,179,55_59
12,12,2025,112306,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13114,874,0,27,150,60_64
12,12,2025,112306,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13114,495,0,8,74,65_69
12,12,2025,112307,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13115,864,0,38,191,50_54
12,12,2025,112307,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13115,902,0,28,140,55_59
12,12,2025,112307,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13115,782,0,36,166,60_64
12,12,2025,112307,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13115,420,0,9,65,65_69
6,12,2025,112314,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,305,0,0,0,60_64
6,12,2025,112314,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,143,0,0,0,65_69
6,12,2025,112302,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13123,264,1,5,62,50_54
6,12,2025,112302,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13123,45,1,7,45,55_59
6,12,2025,112302,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13123,234,1,4,28,60_64
6,12,2025,112302,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13123,200,2,1,31,65_69
6,12,2025,112314,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,422,0,0,0,50_54
6,12,2025,112314,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,369,0,0,0,55_59
6,12,2025,112318,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,245,0,3,12,50_54
6,12,2025,112317,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13113,426,0,17,112,50_54
6,12,2025,112317,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13113,422,0,23,100,55_59
6,12,2025,112318,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,224,0,2,9,55_59
6,12,2025,112318,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,198,0,1,2,60_64
6,12,2025,112318,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,131,0,1,1,65_69
6,12,2025,201112,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,276,0,0,0,50_54
6,12,2025,201112,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,218,0,0,0,55_59
6,12,2025,201112,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,137,0,0,0,60_64
6,12,2025,201112,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,142,0,0,0,65_69
6,12,2025,112303,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13123,315,0,2,91,50_54
6,12,2025,112303,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13123,317,0,7,79,55_59
6,12,2025,112303,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13123,370,0,8,60,60_64
6,12,2025,112303,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13123,272,0,5,39,65_69
6,12,2025,112313,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13118,393,0,0,51,50_54
6,12,2025,112313,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13118,468,0,0,60,55_59
6,12,2025,112313,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13118,442,0,0,45,60_64
6,12,2025,112313,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13118,234,0,0,33,65_69
6,12,2025,112309,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13132,519,0,23,234,50_54
6,12,2025,112309,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13132,572,0,35,215,55_59
6,12,2025,112309,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13132,544,0,20,145,60_64
6,12,2025,112309,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13132,335,0,20,43,65_69
6,12,2025,112321,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,294,0,4,15,50_54
6,12,2025,112321,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,72,0,1,1,65_69
6,12,2025,112304,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13114,653,0,41,265,50_54
6,12,2025,112304,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13114,733,0,54,245,55_59
6,12,2025,112304,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13114,840,0,40,209,60_64
6,12,2025,112304,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13114,675,0,35,113,65_69
12,12,2025,112310,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13120,341,0,3,15,50_54
12,12,2025,112310,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13120,386,0,12,7,55_59
12,12,2025,112310,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13120,577,0,5,22,60_64
12,12,2025,112315,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,288,0,0,0,50_54
12,12,2025,112315,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,219,0,0,0,55_59
12,12,2025,112315,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,185,0,0,0,60_64
6,12,2025,112321,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,241,0,3,26,55_59
6,12,2025,112321,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,193,0,2,11,60_64
6,12,2025,112307,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13115,326,0,9,65,65_69
6,12,2025,112307,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13115,718,0,38,191,50_54
6,12,2025,112307,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13115,737,0,28,140,55_59
6,12,2025,112307,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13115,615,0,36,166,60_64
12,12,2025,112310,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13120,526,0,5,16,65_69
12,12,2025,112316,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,741,0,1,99,50_54
12,12,2025,112316,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,733,0,5,50,55_59
12,12,2025,112316,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,614,0,1,35,60_64
12,12,2025,112316,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,281,0,1,11,65_69
12,12,2025,112315,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,94,0,0,0,65_69
12,12,2025,112311,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13120,372,0,9,50,50_54
12,12,2025,112311,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13120,365,0,11,41,55_59
12,12,2025,112311,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13120,459,0,4,59,60_64
12,12,2025,112311,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13120,338,0,6,52,65_69
6,12,2025,112317,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13113,439,0,13,58,60_64
6,12,2025,112317,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13113,365,0,8,37,65_69
12,12,2025,112318,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13122,330,0,4,12,50_54
12,12,2025,112318,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13122,312,0,2,9,55_59
12,12,2025,112318,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13122,268,0,2,2,60_64
12,12,2025,112318,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13122,177,0,2,3,65_69
12,12,2025,112302,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13123,292,0,4,50,50_54
12,12,2025,112302,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13123,306,0,7,38,55_59
12,12,2025,112302,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13123,310,0,6,31,60_64
12,12,2025,112302,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13123,233,0,1,24,65_69
6,12,2025,112320,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13113,68,0,3,1,50_54
6,12,2025,112320,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13113,47,0,1,0,55_59
6,12,2025,112320,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13113,39,0,1,0,60_64
6,12,2025,112320,P1207050,Mujeres 65 a 69 anos con mamografia vigente (<= 2 anos),13,13113,22,0,2,0,65_69
12,12,2025,112319,P1220030,Mujeres 50 a 54 anos con mamografia vigente (<= 2 anos),13,13118,324,0,0,77,50_54
12,12,2025,112319,P1207030,Mujeres 55 a 59 anos con mamografia vigente (<= 2 anos),13,13118,347,0,0,66,55_59
12,12,2025,112319,P1207040,Mujeres 60 a 64 anos con mamografia vigente (<= 2 anos),13,13118,385,0,0,76,60_64
