IdEstablecimiento,IdEstablecimiento_denominador_original,servicio_salud_denominador,dependencia_denominador,comuna_denominador,establecimiento_denominador,denominador_poblacion_inscrita_validada_mujeres_50_69,codigo_madre_master,IdServicio_master,servicio_salud_master,tipo_establecimiento_master,establecimiento_master,dependencia_master,IdComuna_master,comuna_master,estado_funcionamiento_master
110515,110515,Metropolitano Occidente,Municipal ,Alhué,Posta De Salud Rural Santa María,2,,10,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Santa María,Municipal,13502,Alhué,Cerrado
110725,110725,Metropolitano Occidente,Municipal ,Quinta Normal,Centro Comunitario De Salud Familiar Antumalal,1,110325,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Antumalal,Municipal,13126,Quinta Normal,Vigente en Operación Habitual
110735,110735,Metropolitano Occidente,Municipal ,Cerro Navia,Centro Comunitario De Salud Familiar Los Lagos (Unidad Vecinal Nº 33),14,110335,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Municipal,13103,Cerro Navia,Vigente en Operación Habitual
110750,110750,Metropolitano Occidente,Municipal ,Pudahuel,Centro Comunitario De Salud Familiar Concejal Guillermo Flores O.,29,110350,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Municipal,13124,Pudahuel,Vigente en Operación Habitual
110752,110752,Metropolitano Occidente,Municipal ,Pudahuel,Centro Comunitario De Salud Familiar Padre Félix Gutiérrez Donoso,76,110354,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Municipal,13124,Pudahuel,Vigente en Operación Habitual
110754,110754,Metropolitano Occidente,Municipal ,Pudahuel,Centro Comunitario De Salud Familiar Río Claro,42,110354,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Río Claro,Municipal,13124,Pudahuel,Vigente en Operación Habitual
110756,110756,Metropolitano Occidente,Municipal ,Pudahuel,Centro Comunitario De Salud Familiar Mar Caribe,76,110350,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Mar Caribe,Municipal,13124,Pudahuel,Vigente en Operación Habitual
110758,110758,Metropolitano Occidente,Municipal ,Pudahuel,Centro Comunitario De Salud Familiar Santa Corina,56,110350,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Corina,Municipal,13124,Pudahuel,Vigente en Operación Habitual
110760,110760,Metropolitano Occidente,Servicio de Salud,Curacav¿,CECOSF Curacaví,275,110160,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Valmi  Aguirre,Servicio de Salud,13503,Curacaví,Vigente en Operación Habitual
110775,110775,Metropolitano Occidente,Municipal ,Isla De Maipo,Centro Comunitario De Salud Familiar La Islita,180,110375,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar La Islita,Municipal,13603,Isla de Maipo,Vigente en Operación Habitual
110778,110778,Metropolitano Occidente,Municipal ,Melipilla,Centro Comunitario De Salud Familiar Padre Demetrio Bravo,547,110378,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Municipal,13501,Melipilla,Vigente en Operación Habitual
110781,110781,Metropolitano Occidente,Municipal ,Melipilla,Centro Comunitario De Salud Familiar Obispo Pablo Lizama,229,200965,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Municipal,13501,Melipilla,Vigente en Operación Habitual
110783,110783,Metropolitano Occidente,Municipal ,Melipilla,Centro Comunitario De Salud Familiar Codigua,174,110380,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Codigua,Municipal,13501,Melipilla,Vigente en Operación Habitual
111300,111300,Metropolitano Central,Servicio de Salud,Santiago,CESFAM N° 1 Dr. Ramón Corbalán Melgarejo,7276,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Servicio de Salud,13101,Santiago,Vigente en Operación Habitual
111301,111301,Metropolitano Central,Servicio de Salud,Santiago,CESFAM Nº 5,3642,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Nº 5,Servicio de Salud,13101,Santiago,Vigente en Operación Habitual
111302,111302,Metropolitano Central,Servicio de Salud,Estación Central,CESFAM Padre Vicente Irarrázabal,2625,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Vicente Irarrázabal,Servicio de Salud,13106,Estación Central,Vigente en Operación Habitual
111303,111303,Metropolitano Sur,Municipal ,Pedro Aguirre Cerda,Centro De Salud Familiar Lo Valledor Norte,2097,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Valledor Norte,Municipal,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual
111304,111304,Metropolitano Central,Servicio de Salud,Maipú,CESFAM Maipú,7526,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Maipú,Servicio de Salud,13119,Maipú,Vigente en Operación Habitual
111305,111305,Metropolitano Central,Servicio de Salud,Cerrillos,CESFAM Dr. Norman Voulliéme,3856,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Norman Voulliéme,Servicio de Salud,13102,Cerrillos,Vigente en Operación Habitual
111306,111306,Metropolitano Central,Servicio de Salud,Estación Central,CESFAM San Jos¿ De Chuchunco,3844,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San José de Chuchunco,Servicio de Salud,13106,Estación Central,Vigente en Operación Habitual
111307,111307,Metropolitano Central,Servicio de Salud,Cerrillos,CESFAM Enfermera Sofía Pincheira,3201,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Enfermera Sofía Pincheira,Servicio de Salud,13102,Cerrillos,Vigente en Operación Habitual
111308,111308,Metropolitano Central,Servicio de Salud,Maipú,CESFAM Dr. José Eduardo Ahués Salame,4616,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Servicio de Salud,13119,Maipú,Vigente en Operación Habitual
111309,111309,Metropolitano Central,Servicio de Salud,Maipú,CESFAM Dra. Ana María Juricic,3806,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Ana María Juricic,Servicio de Salud,13119,Maipú,Vigente en Operación Habitual
111310,111310,Metropolitano Central,Servicio de Salud,Estación Central,CESFAM Las Mercedes,5053,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Las Mercedes,Servicio de Salud,13106,Estación Central,Vigente en Operación Habitual
111351,111351,Metropolitano Central,Servicio de Salud,Maipú,Centro De Referencia De Salud De Maipú,47,,11,Servicio de Salud Metropolitano Central,Centro de Referencia de Salud (CRS),Centro de Referencia de Salud de Maipú,Servicio de Salud,13119,Maipú,Vigente en Operación Habitual
111370,111370,Metropolitano Central,Municipal ,Santiago,Consultorio Padre Orellana,6127,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Orellana,Municipal,13101,Santiago,Vigente en Operación Habitual
111372,111372,Metropolitano Central,Municipal ,Santiago,Centro De Salud Familiar Arauco ,2658,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Arauco,Municipal,13101,Santiago,Vigente en Operación Habitual
111376,111376,Metropolitano Central,Municipal ,Santiago,Cesfam Matta Sur,4349,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Matta Sur,Municipal,13101,Santiago,Vigente en Operación Habitual
111378,111378,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Dr. Iván Insunza,5195,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Iván Insunza,Municipal,13119,Maipú,Vigente en Operación Habitual
111379,111379,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Clotario Blest,6263,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clotario Blest,Municipal,13119,Maipú,Vigente en Operación Habitual
111380,111380,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Dr. Carlos Godoy,6324,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Godoy,Municipal,13119,Maipú,Vigente en Operación Habitual
111381,111381,Metropolitano Central,Municipal ,Santiago,Centro De Salud Familiar Ignacio Domeyko,9829,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Ignacio Domeyko,Municipal,13101,Santiago,Vigente en Operación Habitual
111382,111382,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Presidenta Michelle Bachelet,7215,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Presidenta Michelle Bachelet,Municipal,13119,Maipú,Vigente en Operación Habitual
111383,111383,Metropolitano Central,Municipal ,Maipú,Centro De Salud Familiar Dr. Luis Ferrada,5127,,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Luis Ferrada,Municipal,13119,Maipú,Vigente en Operación Habitual
111400,111400,Metropolitano Central,Servicio de Salud,Maipú,Posta De Salud Rural Rinconada De Maipú,2,,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Rinconada de Maipú,Servicio de Salud,13119,Maipú,Vigente en Operación Habitual
111704,111704,Metropolitano Central,Servicio de Salud,Maipú,CECOSF Futramapu,20,111304,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Futramapu,Servicio de Salud,13119,Maipú,Vigente en Operación Habitual
111780,111780,Metropolitano Central,Servicio de Salud,Maipú,CECOSF Europa,31,111304,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Europa,Servicio de Salud,13119,Maipú,Vigente en Operación Habitual
111781,111781,Metropolitano Central,Servicio de Salud,Estación Central,CECOSF Villa Francia,6,111306,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Francia,Servicio de Salud,13106,Estación Central,Vigente en Operación Habitual
111782,111782,Metropolitano Central,Municipal ,Maipú,Centro Comunitario De Salud Familiar El Abrazo,120,111379,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar El Abrazo,Municipal,13119,Maipú,Cerrado
111783,111783,Metropolitano Central,Municipal ,Maipú,Centro Comunitario De Salud Familiar Lo Errázuriz,457,111379,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Errázuriz,Municipal,13119,Maipú,Vigente en Operación Habitual
111784,111784,Metropolitano Central,Municipal ,Maipú,Centro Comunitario De Salud Familiar Bueras,175,111378,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Bueras,Municipal,13119,Maipú,Vigente en Operación Habitual
112301,112301,Metropolitano Oriente,Municipal ,Providencia,Centro De Salud Familiar Dr. Hernán Alessandri,4852,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Hernán Alessandri,Municipal,13123,Providencia,Vigente en Operación Habitual
112302,112302,Metropolitano Oriente,Municipal ,Providencia,Centro De Salud Familiar Dr. Alfonso Leng,3035,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alfonso Leng,Municipal,13123,Providencia,Vigente en Operación Habitual
112303,112303,Metropolitano Oriente,Municipal ,Providencia,Centro De Salud Familiar Aguilucho,4361,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aguilucho,Municipal,13123,Providencia,Vigente en Operación Habitual
112304,112304,Metropolitano Oriente,Municipal ,Las Condes,Centro De Salud Familiar Apoquindo,7066,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Apoquindo,Municipal,13114,Las Condes,Vigente en Operación Habitual
112306,112306,Metropolitano Oriente,Municipal ,Las Condes,Centro De Salud Familiar Aníbal Ariztía,9659,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aníbal Ariztía,Municipal,13114,Las Condes,Vigente en Operación Habitual
112307,112307,Metropolitano Oriente,Municipal ,Lo Barnechea,Centro De Salud Familiar Lo Barnechea,8797,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Barnechea,Municipal,13115,Lo Barnechea,Vigente en Operación Habitual
112309,112309,Metropolitano Oriente,Municipal ,Vitacura,Centro De Salud Familiar Vitacura,5764,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Municipal,13132,Vitacura,Vigente en Operación Habitual
112310,112310,Metropolitano Oriente,Municipal ,Ñuñoa,Centro De Salud Familiar Rosita Renard,6815,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Rosita Renard,Municipal,13120,Ñuñoa,Vigente en Operación Habitual
112311,112311,Metropolitano Oriente,Municipal ,Ñuñoa,Centro De Salud Familiar Salvador Bustos,8034,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Salvador Bustos,Municipal,13120,Ñuñoa,Vigente en Operación Habitual
112312,112312,Metropolitano Oriente,Municipal ,Macul,Centro De Salud Familiar Félix De Amesti,6145,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Félix de Amesti,Municipal,13118,Macul,Vigente en Operación Habitual
112313,112313,Metropolitano Oriente,Municipal ,Macul,Centro De Salud Familiar Santa Julia,6086,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Julia,Municipal,13118,Macul,Vigente en Operación Habitual
112314,112314,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar La Faena,4826,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Faena,Municipal,13122,Peñalolén,Vigente en Operación Habitual
112315,112315,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar San Luis,2872,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Luis,Municipal,13122,Peñalolén,Vigente en Operación Habitual
112316,112316,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar Carol Urzúa Ibáñez De Peñalolén,6232,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Carol Urzúa Ibáñez,Municipal,13122,Peñalolén,Vigente en Operación Habitual
112317,112317,Metropolitano Oriente,Municipal ,La Reina,Centro De Salud Familiar La Reina,2043,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Ossandon,Municipal,13113,La Reina,Vigente en Operación Habitual
112318,112318,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar Lo Hermida,3478,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Hermida,Municipal,13122,Peñalolén,Vigente en Operación Habitual
112319,112319,Metropolitano Oriente,Municipal ,Macul,Centro De Salud Familiar Padre Alberto Hurtado,5004,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Alberto Hurtado,Municipal,13118,Macul,Vigente en Operación Habitual
112320,112320,Metropolitano Oriente,Municipal ,La Reina,Centro De Salud Familiar Juan Pablo Ii,2347,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II ( La Reina),Municipal,13113,La Reina,Vigente en Operación Habitual
112321,112321,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar Cardenal Silva Henríquez,2874,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cardenal Silva Henríquez,Municipal,13122,Peñalolén,Vigente en Operación Habitual
112322,112322,Metropolitano Oriente,Municipal ,Peñalolén,Centro De Salud Familiar Padre Gerardo Whelan,2654,,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Gerardo Whelan,Municipal,13122,Peñalolén,Vigente en Operación Habitual
112323,112323,Metropolitano Oriente,Municipal ,Macul,Centro Odontológico Macul,3,,12,Servicio de Salud Metropolitano Oriente,Clínica Dental,Centro Odontológico Macul,Municipal,13118,Macul,Vigente en Operación Habitual
112407,112407,Metropolitano Oriente,Municipal ,Lo Barnechea,Posta De Farellones,1,,12,Servicio de Salud Metropolitano Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural de Farellones,Municipal,13115,Lo Barnechea,Vigente en Operación Habitual
112707,112707,Metropolitano Oriente,Municipal ,Lo Barnechea,Centro Comunitario De Salud Familiar Lo Barnechea,305,112307,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Cerro 18,Municipal,13115,Lo Barnechea,Vigente en Operación Habitual
112716,112716,Metropolitano Oriente,Municipal ,Peñalolén,Centro Comunitario De Salud Familiar General Carol Urzúa Ibáñez,40,112316,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Esperanza Andina,Municipal,13122,Peñalolén,Vigente en Operación Habitual
112717,112717,Metropolitano Oriente,Municipal ,La Reina,Centro Comunitario De Salud Familiar Dragones De La Reina,2494,112317,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dragones de La Reina,Municipal,13113,La Reina,Vigente en Operación Habitual
112799,112799,Metropolitano Oriente,Municipal ,Lo Barnechea,Centro Comunitario De Salud Familiar Bicentenario,1,112307,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Bicentenario,Municipal,13115,Lo Barnechea,Vigente en Operación Habitual
113181,113181,Metropolitano Sur,Servicio de Salud,San Bernardo,Centro De Referencia De Salud El Pino,3,113180,13,Servicio de Salud Metropolitano Sur,Centro de Referencia de Salud (CRS),Centro de Referencia de Salud El Pino,Servicio de Salud,13401,San Bernardo,Cerrado
113300,113300,Metropolitano Sur,Municipal ,San Miguel,Centro De Salud Familiar Barros Luco,7181,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Barros Luco,Municipal,13130,San Miguel,Vigente en Operación Habitual
113301,113301,Metropolitano Sur,Municipal ,San Joaquín,Centro De Salud Familiar San Joaquín,2750,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Joaquín,Municipal,13129,San Joaquín,Vigente en Operación Habitual
113302,113302,Metropolitano Sur,Municipal ,San Miguel,Centro De Salud Familiar Recreo,5088,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Recreo,Municipal,13130,San Miguel,Vigente en Operación Habitual
113303,113303,Metropolitano Sur,Municipal ,Pedro Aguirre Cerda,Centro De Salud Familiar Amador Neghme,4637,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Amador Neghme,Municipal,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual
113304,113304,Metropolitano Sur,Municipal ,Pedro Aguirre Cerda,Consultorio Villa Sur,69,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Villa Sur,Municipal,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual
113305,113305,Metropolitano Sur,Municipal ,San Joaquín,Centro De Salud Familiar Arturo Baeza Goñi,2015,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Arturo Baeza Goñi,Municipal,13129,San Joaquín,Vigente en Operación Habitual
113306,113306,Metropolitano Sur,Municipal ,Pedro Aguirre Cerda,Centro De Salud Familiar Padre Pierre Dubois,3525,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Municipal,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual
113307,113307,Metropolitano Sur,Municipal ,La Granja,Centro De Salud Familiar Padre Esteban Gumucio,3802,,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Esteban Gumucio Vives,Municipal,13111,La Granja,Vigente en Operación Habitual
113308,113308,Metropolitano Sur,Municipal ,Lo Espejo,Centro De Salud Familiar Clara Estrella,3352,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clara Estrella,Municipal,13116,Lo Espejo,Vigente en Operación Habitual
113309,113309,Metropolitano Sur,Municipal ,Lo Espejo,Centro De Salud Familiar Julio Acuña Pinzón,3452,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Julio Acuña Pinzón,Municipal,13116,Lo Espejo,Vigente en Operación Habitual
113310,113310,Metropolitano Sur,Municipal ,Lo Espejo,Centro De Salud Familiar Mariela Salgado,3512,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Mariela Salgado Zepeda,Municipal,13116,Lo Espejo,Vigente en Operación Habitual
113311,113311,Metropolitano Sur,Municipal ,La Cisterna,Centro De Salud Familiar Santa Anselma,5294,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Municipal,13109,La Cisterna,Vigente en Operación Habitual
113312,113312,Metropolitano Sur,Municipal ,El Bosque,Centro De Salud Familiar Dr. Carlos Lorca,4294,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Municipal,13105,El Bosque,Vigente en Operación Habitual
113313,113313,Metropolitano Sur,Municipal ,San Bernardo,Centro De Salud Familiar Raúl Cuevas (Ex-San Bernardo),5444,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),Municipal,13401,San Bernardo,Vigente en Operación Habitual
113314,113314,Metropolitano Sur,Municipal ,El Bosque,Centro De Salud Familiar Cóndores De Chile,3923,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Municipal,13105,El Bosque,Vigente en Operación Habitual
113315,113315,Metropolitano Sur,Municipal ,San Bernardo,Centro De Salud Familiar Confraternidad,2837,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Confraternidad,Municipal,13401,San Bernardo,Vigente en Operación Habitual
113316,113316,Metropolitano Sur,Municipal ,San Bernardo,Centro De Salud Familiar Carol Urzúa De San Bernardo,4781,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Carol Urzúa,Municipal,13401,San Bernardo,Vigente en Operación Habitual
113317,113317,Metropolitano Sur,Municipal ,El Bosque,Centro De Salud Familiar Santa Laura,3261,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Municipal,13105,El Bosque,Vigente en Operación Habitual
113318,113318,Metropolitano Sur,Municipal ,Paine,Centro De Salud Familiar Dr. Miguel Ángel Solar (Ex Cesfam Paine),4468,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),Municipal,13404,Paine,Vigente en Operación Habitual
113319,113319,Metropolitano Sur,Municipal ,Paine,Centro De Salud Familiar Dr. Raúl Moya,1837,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Raúl Moya,Municipal,13404,Paine,Vigente en Operación Habitual
113320,113320,Metropolitano Sur,Municipal ,Buin,Centro De Salud Familiar Maipo,1829,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Maipo,Municipal,13402,Buin,Vigente en Operación Habitual
113321,113321,Metropolitano Sur,Municipal ,Calera De Tango,Centro De Salud Familiar Calera De Tango,1105,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Calera de Tango,Municipal,13403,Calera de Tango,Vigente en Operación Habitual
113322,113322,Metropolitano Sur,Municipal ,San Joaquín,Centro De Salud Familiar Santa Teresa De Los Andes,3535,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Teresa de Los Andes,Municipal,13129,San Joaquín,Vigente en Operación Habitual
113323,113323,Metropolitano Sur,Municipal ,El Bosque,Centro De Salud Familiar Dr. Mario Salcedo,2530,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Municipal,13105,El Bosque,Vigente en Operación Habitual
113324,113324,Metropolitano Sur,Municipal ,El Bosque,Centro De Salud Familiar Dra. Haydeé López Casoou,3324,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Municipal,13105,El Bosque,Vigente en Operación Habitual
113326,113326,Metropolitano Sur,Municipal ,La Cisterna,Centro De Salud Familiar Eduardo Frei Montalva,3990,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Municipal,13109,La Cisterna,Vigente en Operación Habitual
113328,113328,Metropolitano Sur,Municipal ,San Bernardo,Centro De Salud Familiar Joan Alsina,5486,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Joan Alsina,Municipal,13401,San Bernardo,Vigente en Operación Habitual
113329,113329,Metropolitano Sur,Municipal ,El Bosque,Centro De Salud Familiar Orlando Letelier,2895,,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Municipal,13105,El Bosque,Vigente en Operación Habitual
